SNo,Date,StartupName,IndustryVertical,SubVertical,CityLocation,Investorname,InvestmentnType,AmountinUSD,Remarks,State
2516,11-08-2015,Infogain,Business and IT consulting,nan,New Delhi,ChrysCapital,Private Equity Round,63000000,N/A,Delhi
2517,12-08-2015,OneAssist,Credit Card Fraud protection solutions,nan,Mumbai,"Sequoia Capital, Lightspeed Ventures",Private Equity Round,7500000,Series B,Maharashtra
2518,12-08-2015,BigBasket,Online & mobile Grocery store,nan,Bangalore,Bessemer Venture Partners,Private Equity Round,50000000,Series C,Karnataka
2519,12-08-2015,Sheroes,Career Community for Women,nan,Noida,"Quintillion Media, 500 Startups",Seed Funding,770000,,Uttar Pradesh
2520,12-08-2015,Scripbox,Mutual Fund Investing platform,nan,Bangalore,"Accel Partners, Deep Kalra, Rajesh Magow, Mohit Gupta, Shamik Sharma",Private Equity Round,2500000,Series A,Karnataka
2521,13-08-2015,etaout,Ecommerce Marketing Software Platform,nan,Noida,"Amit Ranjan, Vijay Shekhar Sharma, Kunal Bahl, Girish Mathrubootham &\\xc2\\xa0 Group of other Angel investors",Seed Funding,500000,,Uttar Pradesh
2522,13-08-2015,IFMR Holdings,Financial Inclusion platform,nan,Chennai,"Accion, LeapFrog Investments, Lok Capital",Private Equity Round,25000000,Series B,Tamil Nadu
2523,13-08-2015,Massblurb,Digital Marketing automation solution,nan,Mumbai,"LetsVenture, Mumbai Angels",Seed Funding,N/A,,Maharashtra
2524,13-08-2015,Agrostar,Mobile Commerce for Farmers,nan,Pune,IDG Ventures,Private Equity Round,4000000,Series A,Maharashtra
2525,14-08-2015,VoxWeb,Picture based Social App,nan,Mumbai,Jitendra Gupta & others,Seed Funding,100000,,Maharashtra
2526,14-08-2015,Trukky,Logistics service platform,nan,Ahemadabad,"Gujarat based angel investors, MMY co-Founder",Seed Funding,245000,,Gujarat
2527,14-08-2015,VanityCube,On-Demand Beauty Services,nan,New Delhi,Group of angel investors,Seed Funding,N/A,,Delhi
2528,17-08-2015,Edu4Share,Exam Preparation Platform,nan,New Delhi,Nalin Jain & other angel investors,Seed Funding,220000,,Delhi
2529,17-08-2015,YourStory,Startup Focused Online Publisher,nan,Mumbai,Ratan Tata,Seed Funding,N/A,,Maharashtra
2530,17-08-2015,Sampurnearth,Waste Management Solutions,nan,Mumbai,"Intellecap Impact Investment Network, family office fund",Seed Funding,160000,,Maharashtra
2531,17-08-2015,Orobind,App based Fitness coaching,nan,Bangalore,Existing & New Investors,Private Equity Round,N/A,pre series A,Karnataka
2532,17-08-2015,Fixy,On demand cleaning & fixing services,nan,Mumbai,VentureNursery,Seed Funding,N/A,,Maharashtra
2533,17-08-2015,MSM Box,Beauty & Lifestyle platform,nan,New Delhi,Rohit Goel,Seed Funding,N/A,,Delhi
2534,17-08-2015,ShadowFax,on-demand delivery service,nan,Gurgaon,"Kunal Bahl, Rohit Bansal, Zishaan Hayath, Prashant Malik",Seed Funding,310000,,Haryana
2535,17-08-2015,Gadgets 360,Car & Bike ecommerce platform,nan,New Delhi,One97 Communications,Private Equity Round,N/A,Strategic Investment,Delhi
2536,18-08-2015,Roposo,Fashion Discovery platform,nan,Gurgaon,Tiger Global,Private Equity Round,15000000,Series B,Haryana
2537,18-08-2015,IntelligenceNODE,Data Analytics Platform,nan,Mumbai,"New Enterprise Associates, Orios Venture Partners",Private Equity Round,4200000,Series A,Maharashtra
2538,18-08-2015,HyperVerge,Deep Learning Cloud Algorithms,nan,Chennai,"NEA, Milliways Ventures, Naya Ventures",Seed Funding,1000000,,Tamil Nadu
2539,18-08-2015,Twyst,Location based engagement & rewards platform,nan,Gurgaon,"Rohit Bhatia, Sunil Nikhar, Vaibhav Domkundwar, Siddharth Nautiyal",Seed Funding,N/A,,Haryana
2540,18-08-2015,IDfy,Online Identity Verification Services platform,nan,Mumbai,"NEA, Blume Ventures & others",Private Equity Round,N/A,Series A,Maharashtra
2541,18-08-2015,Zoojoo.be,Corporate Wellness App,nan,Bangalore,RoundGlass Partners,Private Equity Round,1000000,Series A,Karnataka
2542,19-08-2015,Fashionove,Fashion Search & Review Platform,nan,Kolkata,Umesh Yadav,Seed Funding,N/A,,West Bengal
2543,19-08-2015,TimeSaverz,"Hyperlocal Maintenance, Repair & Cleaning services",nan,Mumbai,Unilazer Ventures,Private Equity Round,2400000,,Maharashtra
2544,19-08-2015,Envoged,pre-owned Luxury online apparel seller,nan,Mumbai,"Manish Dhingra, Ankush Nijhawa, Gaurav Bhatnagar",Seed Funding,N/A,,Maharashtra
2545,19-08-2015,MebelKart,Online Furniture Marketplace,nan,Bangalore,AskMe,Private Equity Round,20000000,,Karnataka
2546,20-08-2015,LabsAdvisor,Online Diagnostic Tests Marketplace,nan,New Delhi,Group of Angel Investors,Seed Funding,156000,,Delhi
2547,20-08-2015,Flatpebble,Online marketplace for Photographers,nan,Hyderabad,Indian Angel Network,Seed Funding,600000,,Telangana
2548,20-08-2015,Bluegape.com,Visual Blogging platform,nan,New Delhi,"ah! Ventures, Times Internet, Rudy Gopalakrishnan",Seed Funding,600000,,Delhi
2549,21-08-2015,ePoise,Job Search Platform,nan,Bangalore,"Orios Venture Partners, Amit Ranjan & others",Seed Funding,500000,,Karnataka
2550,24-08-2015,Jolly Food Fellow,Food Customer analytics platform,nan,Ahemadabad,The 1947,Seed Funding,300000,,Gujarat
2551,24-08-2015,BookMeIn,Professional Service Appointment booking service,nan,Mumbai,Ajmera Group of Companies,Seed Funding,400000,,Maharashtra
2552,24-08-2015,iZofy,Scientific Horoscope Online Assistance platform,nan,Kolkata,Prime Capital Markets Ltd,Seed Funding,N/A,,West Bengal
2553,24-08-2015,rBus,Tech enabled AC bus service,nan,Mumbai,"India Quotient, Anupam Mittal & others",Seed Funding,N/A,,Maharashtra
2554,25-08-2015,Qyk App,On-Demand App based Professional service provider,nan,Bangalore,"GrowX ventures, Tracxn Labs, Powai Lake Ventures, and Sahil Barua",Private Equity Round,1000000,pre-series A,Karnataka
2555,25-08-2015,EazyDiner,Restaurant Reservation Platform,nan,Gurgaon,"DSG Consumer Partners, Saama Capital",Private Equity Round,3000000,Series A,Haryana
2556,25-08-2015,RevX,Cross-channel CRM platform,nan,Mumbai,"Norwest Venture Partners, Nexus Venture Partners, Helion Venture Partners, Draper Fisher Jurvetson, Peepul Capital",Private Equity Round,4000000,Series A,Maharashtra
2557,25-08-2015,ICustomMadeIt,Professional Custom creators Marketplace,nan,Pune,Group of Angel Investors,Seed Funding,250000,,Maharashtra
2558,26-08-2015,PickMyLaundry,on-Demand Washing & Dry-Cleaning,nan,New Delhi,GHV Accelerator,Seed Funding,100000,,Delhi
2559,26-08-2015,Belita,On-Demand Beauty Service,nan,Mumbai,"India Quotient, LetsVenture investors, Lead Angels",Seed Funding,400000,,Maharashtra
2560,26-08-2015,EzySolare,solar products and services marketplace,nan,Ahemadabad,Infuse Ventures,Seed Funding,N/A,,Gujarat
2561,26-08-2015,FoodTalkIndia,Online Food Community Platform,nan,Gurgaon,Undisclosed Investors,Seed Funding,500000,,Haryana
2562,27-08-2015,InstaSafe,Private Cloud Networks SAAS platform,nan,Bangalore,Group of Investors,Seed Funding,N/A,,Karnataka
2563,27-08-2015,Eazy Coach,Education Marketplace,nan,Kolkata,Ravi Agarwal,Seed Funding,N/A,,West Bengal
2564,27-08-2015,Djubo.com,Cloud Based Hotel Sales Platform,nan,New Delhi,Ibibo Group,Private Equity Round,N/A,Strategic Investment,Delhi
2565,28-08-2015,BetterButter.in,online recipe sharing platform,nan,New Delhi,"Growx Ventures, Manish Singhal",Seed Funding,N/A,,Delhi
2566,28-08-2015,Vyomo,Beauty & Lifestyle Mobile Marketplace,nan,Bangalore,Rocket Internet,Private Equity Round,2000000,Pre-Series A,Karnataka
2567,28-08-2015,RollMafia,QSR Restaurant Chain,nan,Pune,Equentia Natural Resources,Seed Funding,160000,,Maharashtra
2568,29-08-2015,iamwire,Digital Media publishing platform,nan,Gurgaon,"Li Tao, Li Jian, Draphant Consultants, Nitin Garg, Saurabh Jain, Mohit Agarwal",Seed Funding,N/A,,Haryana
2569,31-08-2015,DropKaffe,Online Coffee Delivery platform,nan,Bangalore,"Manish Singhal, P39 Capital & Others",Seed Funding,300000,,Karnataka
2570,31-08-2015,Reverie,Language Localization Cloud platform,nan,Bangalore,"Aspada Investment Advisors, Qualcomm Ventures",Private Equity Round,4000000,Series A,Karnataka
2571,31-08-2015,Infinite Analytics,Big Data & predictive Analysis Platform,nan,Mumbai,Ratan Tata,Private Equity Round,N/A,Bridge Round,Maharashtra
2574,01-07-2015,Parcelled,Online Logistics Platform,nan,Bangalore,"Delhivery, Tracxn Labs",Seed Funding,N/A,,Karnataka
2575,01-07-2015,Retigence Technologies,Business IT Intelligence Services,nan,Mumbai,Omnivore Partners,Private Equity Round,N/A,Series A,Maharashtra
2576,01-07-2015,Cloudcherry Analytics,CRM / Analytics platform,nan,Chennai,"The Chennai Angels, IDG Ventures India",Seed Funding,1000000,,Tamil Nadu
2577,01-07-2015,HandyHome,Hyperlocal Electronics repair Service,nan,Mumbai,"Bessemer Ventures, Kae Capital",Seed Funding,630000,,Maharashtra
2578,01-07-2015,iDreamCareer,Ed-Tech Platform,nan,New Delhi,"ah! Ventures, Vivek Joshi, Mohit Satyanand & others",Seed Funding,N/A,,Delhi
2579,01-07-2015,Ola Cabs,Cab rental Mobile app,nan,Bangalore,Ratan Tata,Private Equity Round,N/A,Personal Investment,Karnataka
2580,01-07-2015,NxtGen,IT infrastructure & Data Center services,nan,Bangalore,"IFC, Axon Partners, Intel Capital",Private Equity Round,13500000,Series A,Karnataka
2581,02-07-2015,BankBazaar,Online Financial Services,nan,Chennai,"Amazon, Fidelity Growth Partners, Mousse Partners",Private Equity Round,60000000,Series C\\n(More here),Tamil Nadu
2582,02-07-2015,Gozoomo,Used Car Marketplace,nan,Bangalore,SAIF Partners,Private Equity Round,5000000,Series A,Karnataka
2583,02-07-2015,Zenatix,Internet of Things platform,nan,Gurgaon,"Rajan Anandan, Kunal Bahl, Rohit Bansal, Rahul Khanna",Seed Funding,161000,,Haryana
2584,03-07-2015,CultureAlley,Language Learning App,nan,Jaipur,Tiger Global,Private Equity Round,6500000,Series A,Rajasthan
2585,03-07-2015,Goqii,Mobile Fitness Marketplace,nan,Mumbai,Vijay Shekhar Sharma,Private Equity Round,N/A,Pre-Series A,Maharashtra
2586,03-07-2015,Gingercrush,Custom Merchandize platform,nan,Ahemadabad,"Gokul Jaykrishna, Brand Capital",Seed Funding,1000000,,Gujarat
2587,04-07-2015,Elanic,P2P Pre-owned goods marketplace,nan,Bangalore,"Rebright Partners, Tracxn Labs, Aneesh Reddy",Seed Funding,N/A,,Karnataka
2588,04-07-2015,Stitchwood,Custom Furniture Marketplace,nan,Mumbai,"Powai Lake Ventures, Ajeet Khurana & others",Seed Funding,395000,,Maharashtra
2589,05-07-2015,Urban Tailor,Online Tailoring Services,nan,Bangalore,Group of angel investors,Seed Funding,N/A,,Karnataka
2590,06-07-2015,ConfirmtTkt,Rail Ticket Confirmation predictor,nan,Bangalore,Pravin Agarwala & others,Seed Funding,N/A,,Karnataka
2591,06-07-2015,Paper Boat,Ethnic Beverages manufacturer,nan,Gurgaon,"Sofina, Hillhouse Capital",Private Equity Round,30000000,Series B,Haryana
2592,06-07-2015,getNow,Hyperlocal Goods marketplace,nan,Nagpur,Atulya Mittal,Seed Funding,N/A,,Maharashtra
2593,07-07-2015,Wudstay,Budget Accommodation aggregator,nan,Gurgaon,"Mangroves Capital Partners, Vikas Saxena",Private Equity Round,3000000,Series A,Haryana
2594,07-07-2015,Liases Foras,Real Estate Rating & Analysis,nan,New Delhi,DMG information Asia Pacific,Private Equity Round,5000000,Series A,Delhi
2595,07-07-2015,Eatlo,Food Delivery platform,nan,Bangalore,"Powai Lake Ventures, Globeinvestor, Abhishekh Goyal",Seed Funding,N/A,,Karnataka
2596,07-07-2015,IndiaLends,Financial Tech,nan,New Delhi,"DSG Consumer Partners, Siddharth Parekh",Private Equity Round,N/A,Pre-Series A,Delhi
2597,08-07-2015,Quinto,Food Discovery App,nan,Pune,Jaydeep Barman,Seed Funding,N/A,,Maharashtra
2598,08-07-2015,Saavn,Music Streaming App,nan,Mumbai,"Tiger Global Management, Bertelsmann India, Steadview Capital, Liberty Media, Mousse Partners, Quilvest",Private Equity Round,100000000,Series C,Maharashtra
2599,08-07-2015,Flytxt,Big Data & Analytics platform,nan,Mumbai,"Sunrise Capital GmBH, Big Data Investments B.V",Private Equity Round,11000000,Series A,Maharashtra
2600,08-07-2015,Axtria,Big Data & Analytics platform,nan,Mumbai,"Helion Venture Partners,Amarpreet Sawhney, Deshpande Foundation, Fred Khosravi, Richard S. Braddock",Private Equity Round,30000000,Series C,Maharashtra
2601,08-07-2015,33Coupons,Coupon Aggregator Platform,nan,Kanpur,Not Disclosed,Seed Funding,20000,,Uttar Pradesh
2602,08-07-2015,Ampere,Electric Scooter manufacturer,nan,Coimbatore,Ratan Tata,Seed Funding,N/A,,Tamil Nadu
2603,08-07-2015,Hopping Chef,Online Food-Tech Platform,nan,Mumbai,Mirah Hospitality,Seed Funding,470000,Strategic Investment,Maharashtra
2604,08-07-2015,Collectabillia,Celebrity Fashion Brand,nan,Bangalore,Accel Partners,Private Equity Round,7500000,Series B,Karnataka
2605,08-07-2015,Lendingkart,Online Finance lending platform,nan,Ahemadabad,"Saama Capital, Mayfield, Ashvin Chadha, Shailesh Mehta",Private Equity Round,10000000,Series A,Gujarat
2606,08-07-2015,Lybrate,Healthcare Mobile App,nan,New Delhi,Ratan Tata,Private Equity Round,10200000,Series A,Delhi
2607,08-07-2015,Zoomcar,Self-driven vehicle rental,nan,Bangalore,"Sequoia Capital, Empire Angels, NGP",Private Equity Round,11000000,Series B,Karnataka
2618,14-07-2015,MySmartPrice,Online comparison engine,nan,Hyderabad,"Accel Partners, Helion Venture Partners",Private Equity Round,10000000,Series B,Telangana
2619,14-07-2015,Zenify,Residential Rental management platform,nan,Bangalore,Atul Jalan,Seed Funding,N/A,,Karnataka
2620,14-07-2015,Boxmyspace,Physical Storage warehouses,nan,Mumbai,"Ritesh Veera, Singapore Angel Network, Orios Venture Partners,",Seed Funding,300000,,Maharashtra
2621,14-07-2015,HackerRank,Tech Recruitment platform,nan,Bangalore,HR Technology fund,Private Equity Round,7500000,Series C,Karnataka
2622,14-07-2015,WickedRide,Bike Rental Platform,nan,Bangalore,Undisclosed Investors,Seed Funding,790000,,Karnataka
2623,14-07-2015,WoWexpress,Tech enabled logistics platform,nan,Mumbai,Tamarind Family Private Trust,Seed Funding,500000,,Maharashtra
2624,15-07-2015,Oyo Rooms,Budget Hotel Accommodation,nan,Gurgaon,"Softbank, Sequoia Capital",Private Equity Round,100000000,Series B,Haryana
2625,15-07-2015,Mobikon,Restaurant customer engagement platform,nan,Pune,Jungle Ventures,Private Equity Round,2300000,Series B,Maharashtra
2626,15-07-2015,InstaLively.com,Live video streaming app,nan,New Delhi,"Anupam Mittal, Anand Chandrasekaran, Uday Shankar, Chetan Bhagat",Seed Funding,N/A,,Delhi
2627,15-07-2015,Roadrunnr,Hyper local logistics platform,nan,Bangalore,"Sequoia Capital, Nexus Venture Partners, Blume Ventures",Private Equity Round,11000000,Series A,Karnataka
2628,16-07-2015,Ketto,Crowd Funding Platform,nan,Mumbai,"Pradyumna Dalmia, Sudhir Rao & Others",Seed Funding,700000,,Maharashtra
2629,17-07-2015,QuikWallet,F&B sector Mobile Payment platform,nan,Mumbai,Snow Leopard Technology Ventures,Private Equity Round,1600000,Follow on Funding,Maharashtra
2630,17-07-2015,Omnikart,Industrial Supplies B2B ecommerce,nan,Mumbai,"Sumit Gandhi, Manish Gandhi",Seed Funding,100000,,Maharashtra
2631,20-07-2015,Zo Rooms,Online budget hotel chain,nan,New Delhi,"Tiger Global, Orios Venture Partners.",Private Equity Round,15000000,No confirmation,Delhi
2632,20-07-2015,Innoviti,Payment Solutions platform,nan,Bangalore,"Catamaran Ventures, New India Investment Corporation",Private Equity Round,4850000,Series A,Karnataka
2633,21-07-2015,ZenRadius,Online Hiring Platform,nan,Bangalore,"Tracxn Labs, Deepak Singh",Seed Funding,N/A,,Karnataka
2634,21-07-2015,Joy by nature,Organic Food ecommerce,nan,New Delhi,"Mumbai Angels, Vriddhi Fund, Others",Private Equity Round,1000000,Series A,Delhi
2635,22-07-2015,Iqlect,Big Data & Analytics platform,nan,Bangalore,Exfinity Venture Partners,Private Equity Round,2000000,Series A,Karnataka
2636,22-07-2015,deGustibus,Fine Dining Restaurant Chain,nan,Mumbai,India Value Fund Advisors,Private Equity Round,30000000,Late Stage,Maharashtra
2637,23-07-2015,Nestaway,Luxury Rental Homes,nan,Bangalore,"Flipkart, Tiger Global",Private Equity Round,12750000,Series A,Karnataka
2638,23-07-2015,Mswipe,Mobile Point of Sale payment solution,nan,Mumbai,"Falcon Edge Capital, Meru Capital, Ola, Matrix Partners, DSG Consumer Partners, Axis Bank",Private Equity Round,25000000,Series B,Maharashtra
2639,23-07-2015,Myonsto,Online Grocers,nan,Ahemadabad,Jayant Bokadia,Seed Funding,320000,,Gujarat
2640,23-07-2015,iCrushiFlush,Casual Dating App,nan,Mumbai,IDG Ventures India,Seed Funding,N/A,,Maharashtra
2641,23-07-2015,MedGenome,Clinical Genomics Provider,nan,Bangalore,Sequoia Capital,Private Equity Round,20000000,Series B,Karnataka
2642,23-07-2015,HolidayIQ,Travel information portal,nan,Bangalore,MakeMyTrip,Private Equity Round,15000000,Strategic Investment,Karnataka
2643,23-07-2015,Fitternity,Fitness Marketplace,nan,Mumbai,Exfinity Venture Partners,Private Equity Round,1000000,Series A,Maharashtra
2644,23-07-2015,Quikr,Online & Mobile classified listings,nan,Mumbai,"AB Kinnevik, Falcon Edge Capital, Coatue Management",Private Equity Round,60000000,Late Stage,Maharashtra
2645,23-07-2015,JetSetGo,Private Jet/ Helicopter Marketplace,nan,New Delhi,YourWeCan Ventures,Seed Funding,N/A,,Delhi
2646,24-07-2015,BroEx,Real Estate Broker network App,nan,Gurgaon,Lightspeed India,Private Equity Round,1000000,Bridge round,Haryana
2647,25-07-2015,Shopatplaces,Ethnic/ Traditional Fashion Store,nan,New Delhi,Indian Angel Network,Seed Funding,N/A,,Delhi
2648,25-07-2015,CredR,Used Bikes Marketplace,nan,Mumbai,Fidelity Growth Partners,Private Equity Round,15000000,Series A,Maharashtra
2649,27-07-2015,ManageMySpa,Spa & Salon Management Software,nan,Hyderabad,Accel Partners,Private Equity Round,6000000,Series A,Telangana
2650,27-07-2015,Townrush,B2B logistics delivery platform,nan,Bangalore,Lightspeed Venture Partners,Seed Funding,N/A,,Karnataka
2651,27-07-2015,Locus,Logistics Automation Platform,nan,Bangalore,"growX ventures,\\xc2\\xa0 Manish Singhal",Seed Funding,N/A,,Karnataka
2652,27-07-2015,Bevy,Online Hiring Platform,nan,Bangalore,Varun Agarwal & Others,Seed Funding,N/A,,Karnataka
2653,28-07-2015,Pepperfry,Online home d\\xc3\\xa9cor marketplace,nan,Mumbai,"Goldman Sachs, Zodius Technology Fund, Bertelsmann India Investments Norwest Venture Partners.",Private Equity Round,100000000,Series D,Maharashtra
2654,28-07-2015,Flipkart.com,Online Marketplace,nan,Bangalore,Steadview Capital and existing investors,Private Equity Round,700000000,"Late Stage, 10th Round More here",Karnataka
2655,28-07-2015,Opinio,Hyperlocal food & grocery store,nan,Bangalore,"Accel Partners, Traxcn Labs & Others",Seed Funding,1300000,,Karnataka
2656,28-07-2015,Zoctr,Health-Tech platform,nan,Mumbai,"Sandeep Parwal, Krishan Gupta & Others",Seed Funding,1000000,,Maharashtra
2657,29-07-2015,Zimmber,Hyperlocal Handyman Services,nan,Mumbai,"IDG Ventures India, Omidyar Network, Sherpalo Ventures,\\xc2\\xa0 Mohandas Pai",Private Equity Round,2000000,Series A,Maharashtra
2658,29-07-2015,trueHb,Medical Tech Instruments,nan,New Delhi,"Sachin and Binny Bansal, Malvinder and Shivinder Singh, Gurpreet Singh & others",Seed Funding,2400000,,Delhi
2659,29-07-2015,Zovi.com / Little App,Hyperlocal Deals Marketplace,nan,Bangalore,"Paytm, SAIF Partners,\\xc2\\xa0 Tiger Global Management & others",Private Equity Round,50000000,Series A,Karnataka
2660,29-07-2015,Swajal,Innovative Water Solutions,nan,Gurgaon,Abhishek Gupta,Private Equity Round,1200000,Series A,Haryana
2661,30-07-2015,Pipa Bella,Online Jewelry Store,nan,Mumbai,LionRock Capital,Private Equity Round,600000,Pre-Series A,Maharashtra
2662,30-07-2015,Pragmatix,Business intelligence & Analytics,nan,Mumbai,SIDBI Venture Capital Ltd,Private Equity Round,2400000,Series A,Maharashtra
